Sample_Pair,Algorithm,Hamming,Clustered,Unclustered,Total,Ratio,Time_sec,Memory_MB,N_Clusters
NA12877_NA12881,INTERVAL_TREE,No,2517,0,2517,1.0,0.24563097953796387,0.0,1267
NA12877_NA12881,INTERVAL_TREE,Yes,2517,0,2517,1.0,0.3360724449157715,0.0,1496
NA12877_NA12881,OVERLAP,No,2517,0,2517,1.0,2.561694622039795,0.0,1293
NA12877_NA12881,OVERLAP,Yes,2517,0,2517,1.0,2.6646909713745117,0.0,1510
NA12877_NA12882,DBSCAN,No,639,1916,2555,0.25009784735812135,0.016837596893310547,0.0,284
NA12877_NA12882,DBSCAN,Yes,639,1916,2555,0.25009784735812135,0.05304837226867676,0.0,546
NA12877_NA12882,OPTICS,No,98,2457,2555,0.038356164383561646,0.2622392177581787,0.0,41
NA12877_NA12882,OPTICS,Yes,98,2457,2555,0.038356164383561646,0.26804161071777344,0.0,85
NA12877_NA12882,INTERVAL_TREE,No,2555,0,2555,1.0,0.24953389167785645,0.515625,1257
NA12877_NA12882,INTERVAL_TREE,Yes,2555,0,2555,1.0,0.35535359382629395,0.0,1477
NA12877_NA12882,OVERLAP,No,2555,0,2555,1.0,2.647189140319824,0.0,1288
NA12877_NA12882,OVERLAP,Yes,2555,0,2555,1.0,2.772991180419922,0.015625,1496
NA12877_NA12885,DBSCAN,No,609,1904,2513,0.24233983286908078,0.016197681427001953,0.0,271
NA12877_NA12885,DBSCAN,Yes,609,1904,2513,0.24233983286908078,0.051523447036743164,0.0,525
NA12877_NA12885,OPTICS,No,94,2419,2513,0.03740549144448866,0.2558276653289795,0.0,40
NA12877_NA12885,OPTICS,Yes,94,2419,2513,0.03740549144448866,0.2626931667327881,0.0,81
NA12877_NA12885,INTERVAL_TREE,No,2513,0,2513,1.0,0.2431807518005371,0.0234375,1256
NA12877_NA12885,INTERVAL_TREE,Yes,2513,0,2513,1.0,0.3338124752044678,0.0,1474
NA12877_NA12885,OVERLAP,No,2513,0,2513,1.0,2.565126657485962,0.0,1282
NA12877_NA12885,OVERLAP,Yes,2513,0,2513,1.0,2.6584203243255615,0.0,1490
NA12877_NA12886,DBSCAN,No,635,1894,2529,0.25108738631870303,0.027120351791381836,0.0,283
NA12877_NA12886,DBSCAN,Yes,635,1894,2529,0.25108738631870303,0.0693199634552002,0.0,551
NA12877_NA12886,OPTICS,No,105,2424,2529,0.04151838671411625,0.27470850944519043,0.0,46
NA12877_NA12886,OPTICS,Yes,105,2424,2529,0.04151838671411625,0.26627492904663086,0.0,93
NA12877_NA12886,INTERVAL_TREE,No,2529,0,2529,1.0,0.24861598014831543,0.7265625,1256
NA12877_NA12886,INTERVAL_TREE,Yes,2529,0,2529,1.0,0.3407890796661377,0.0,1488
NA12877_NA12886,OVERLAP,No,2529,0,2529,1.0,2.599837064743042,0.0,1286
NA12877_NA12886,OVERLAP,Yes,2529,0,2529,1.0,2.689727544784546,0.0,1505
NA12878_NA12879,DBSCAN,No,628,1913,2541,0.24714679260133807,0.01674199104309082,0.0,282
NA12878_NA12879,DBSCAN,Yes,628,1913,2541,0.24714679260133807,0.05161929130554199,0.0,536
NA12878_NA12879,OPTICS,No,105,2436,2541,0.04132231404958678,0.2608315944671631,0.140625,45
NA12878_NA12879,OPTICS,Yes,105,2436,2541,0.04132231404958678,0.268202543258667,0.0,87
NA12878_NA12879,INTERVAL_TREE,No,2541,0,2541,1.0,0.24587249755859375,0.875,1252
NA12878_NA12879,INTERVAL_TREE,Yes,2541,0,2541,1.0,0.35874128341674805,0.0,1476
NA12878_NA12879,OVERLAP,No,2541,0,2541,1.0,2.6284241676330566,0.0,1281
NA12878_NA12879,OVERLAP,Yes,2541,0,2541,1.0,2.726799488067627,0.0,1496
NA12878_NA12881,DBSCAN,No,616,1897,2513,0.24512534818941503,0.016533851623535156,0.0,274
NA12878_NA12881,DBSCAN,Yes,616,1897,2513,0.24512534818941503,0.05224752426147461,0.0,533
NA12878_NA12881,OPTICS,No,110,2403,2513,0.043772383605252686,0.25693297386169434,0.0,46
NA12878_NA12881,OPTICS,Yes,110,2403,2513,0.043772383605252686,0.261000394821167,0.0,95
NA12878_NA12881,INTERVAL_TREE,No,2513,0,2513,1.0,0.24477505683898926,0.0,1248
NA12878_NA12881,INTERVAL_TREE,Yes,2513,0,2513,1.0,0.3440897464752197,0.0,1463
NA12878_NA12881,OVERLAP,No,2513,0,2513,1.0,2.581550359725952,0.0,1276
NA12878_NA12881,OVERLAP,Yes,2513,0,2513,1.0,2.680164337158203,0.01953125,1481
NA12878_NA12882,DBSCAN,No,646,1905,2551,0.253234025872207,0.016628026962280273,0.0,289
NA12878_NA12882,DBSCAN,Yes,646,1905,2551,0.253234025872207,0.05123019218444824,0.0,550
NA12878_NA12882,OPTICS,No,118,2433,2551,0.04625637005096041,0.2632730007171631,0.0,51
NA12878_NA12882,OPTICS,Yes,118,2433,2551,0.04625637005096041,0.26648855209350586,0.0,98
NA12878_NA12882,INTERVAL_TREE,No,2551,0,2551,1.0,0.24854755401611328,-0.25,1252
NA12878_NA12882,INTERVAL_TREE,Yes,2551,0,2551,1.0,0.35106372833251953,0.0,1477
NA12878_NA12882,OVERLAP,No,2551,0,2551,1.0,2.71750807762146,0.0,1280
NA12878_NA12882,OVERLAP,Yes,2551,0,2551,1.0,2.7523603439331055,0.51171875,1494
NA12878_NA12885,DBSCAN,No,616,1893,2509,0.24551614188919887,0.027178049087524414,0.0,276
NA12878_NA12885,DBSCAN,Yes,616,1893,2509,0.24551614188919887,0.06600809097290039,0.0,529
NA12878_NA12885,OPTICS,No,97,2412,2509,0.038660821044240734,0.27895259857177734,0.0,43
NA12878_NA12885,OPTICS,Yes,97,2412,2509,0.038660821044240734,0.2562229633331299,0.0,81
NA12878_NA12885,INTERVAL_TREE,No,2509,0,2509,1.0,0.2563290596008301,0.06640625,1252
NA12878_NA12885,INTERVAL_TREE,Yes,2509,0,2509,1.0,0.35103368759155273,0.0,1471
NA12878_NA12885,OVERLAP,No,2509,0,2509,1.0,2.6498141288757324,0.0,1281
NA12878_NA12885,OVERLAP,Yes,2509,0,2509,1.0,2.658289909362793,0.0390625,1492
NA12878_NA12886,DBSCAN,No,642,1883,2525,0.25425742574257426,0.016832351684570312,0.0,288
NA12878_NA12886,DBSCAN,Yes,642,1883,2525,0.25425742574257426,0.050783395767211914,0.0,555
NA12878_NA12886,OPTICS,No,113,2412,2525,0.04475247524752475,0.2557196617126465,0.0,50
NA12878_NA12886,OPTICS,Yes,113,2412,2525,0.04475247524752475,0.2616908550262451,0.0,95
NA12878_NA12886,INTERVAL_TREE,No,2525,0,2525,1.0,0.24378538131713867,0.0,1249
NA12878_NA12886,INTERVAL_TREE,Yes,2525,0,2525,1.0,0.328794002532959,0.0,1468
NA12878_NA12886,OVERLAP,No,2525,0,2525,1.0,2.5959057807922363,0.0,1280
NA12878_NA12886,OVERLAP,Yes,2525,0,2525,1.0,2.69124436378479,0.01171875,1487
NA12879_NA12881,DBSCAN,No,630,1918,2548,0.24725274725274726,0.01716327667236328,0.0,282
NA12879_NA12881,DBSCAN,Yes,630,1918,2548,0.24725274725274726,0.05756688117980957,0.0,543
NA12879_NA12881,OPTICS,No,120,2428,2548,0.04709576138147567,0.262617826461792,0.0,50
NA12879_NA12881,OPTICS,Yes,120,2428,2548,0.04709576138147567,0.2663726806640625,0.0,102
NA12879_NA12881,INTERVAL_TREE,No,2548,0,2548,1.0,0.2511615753173828,0.0,1229
NA12879_NA12881,INTERVAL_TREE,Yes,2548,0,2548,1.0,0.35228633880615234,0.0,1438
NA12879_NA12881,OVERLAP,No,2548,0,2548,1.0,2.640974521636963,0.0,1253
NA12879_NA12881,OVERLAP,Yes,2548,0,2548,1.0,2.7420921325683594,0.0,1453
NA12879_NA12882,DBSCAN,No,660,1926,2586,0.2552204176334107,0.01707005500793457,0.0,297
NA12879_NA12882,DBSCAN,Yes,660,1926,2586,0.2552204176334107,0.055367469787597656,0.0,560
NA12879_NA12882,OPTICS,No,115,2471,2586,0.044470224284609436,0.2671520709991455,0.0,48
NA12879_NA12882,OPTICS,Yes,115,2471,2586,0.044470224284609436,0.27271342277526855,0.0,96
NA12879_NA12882,INTERVAL_TREE,No,2586,0,2586,1.0,0.2529623508453369,0.0,1245
NA12879_NA12882,INTERVAL_TREE,Yes,2586,0,2586,1.0,0.34795045852661133,0.0,1459
NA12879_NA12882,OVERLAP,No,2586,0,2586,1.0,2.7196044921875,0.0,1270
NA12879_NA12882,OVERLAP,Yes,2586,0,2586,1.0,2.8131556510925293,0.0,1476
NA12879_NA12885,DBSCAN,No,630,1914,2544,0.24764150943396226,0.016603469848632812,0.0,284
NA12879_NA12885,DBSCAN,Yes,630,1914,2544,0.24764150943396226,0.0547487735748291,0.0,539
NA12879_NA12885,OPTICS,No,112,2432,2544,0.0440251572327044,0.2633028030395508,0.0,46
NA12879_NA12885,OPTICS,Yes,112,2432,2544,0.0440251572327044,0.26929807662963867,0.0,94
NA12879_NA12885,INTERVAL_TREE,No,2544,0,2544,1.0,0.2487189769744873,0.0,1208
NA12879_NA12885,INTERVAL_TREE,Yes,2544,0,2544,1.0,0.344632625579834,0.0,1402
NA12879_NA12885,OVERLAP,No,2544,0,2544,1.0,2.6441187858581543,0.0,1229
NA12879_NA12885,OVERLAP,Yes,2544,0,2544,1.0,2.743067502975464,0.0,1417
NA12879_NA12886,DBSCAN,No,656,1904,2560,0.25625,0.01723790168762207,0.0,296
NA12879_NA12886,DBSCAN,Yes,656,1904,2560,0.25625,0.05423283576965332,0.0,565
NA12879_NA12886,OPTICS,No,114,2446,2560,0.04453125,0.26548099517822266,0.0,49
NA12879_NA12886,OPTICS,Yes,114,2446,2560,0.04453125,0.2716176509857178,0.015625,98
NA12879_NA12886,INTERVAL_TREE,No,2560,0,2560,1.0,0.2520766258239746,0.0,1252
NA12879_NA12886,INTERVAL_TREE,Yes,2560,0,2560,1.0,0.3564014434814453,0.0,1470
NA12879_NA12886,OVERLAP,No,2560,0,2560,1.0,2.6667726039886475,0.0,1281
NA12879_NA12886,OVERLAP,Yes,2560,0,2560,1.0,2.7624104022979736,0.0,1489
NA12881_NA12882,DBSCAN,No,648,1910,2558,0.253322908522283,0.01698160171508789,0.0,289
NA12881_NA12882,DBSCAN,Yes,648,1910,2558,0.253322908522283,0.05581092834472656,0.0,557
NA12881_NA12882,OPTICS,No,121,2437,2558,0.04730258014073495,0.2626521587371826,0.0,51
NA12881_NA12882,OPTICS,Yes,121,2437,2558,0.04730258014073495,0.2706327438354492,0.0,104
NA12881_NA12882,INTERVAL_TREE,No,2558,0,2558,1.0,0.25232434272766113,0.0,1243
NA12881_NA12882,INTERVAL_TREE,Yes,2558,0,2558,1.0,0.3591036796569824,0.0,1457
NA12881_NA12882,OVERLAP,No,2558,0,2558,1.0,2.658784866333008,0.0,1269
NA12881_NA12882,OVERLAP,Yes,2558,0,2558,1.0,2.7596633434295654,0.0,1474
NA12881_NA12885,DBSCAN,No,618,1898,2516,0.24562798092209856,0.016625404357910156,0.0,276
NA12881_NA12885,DBSCAN,Yes,618,1898,2516,0.24562798092209856,0.05440783500671387,0.0,536
NA12881_NA12885,OPTICS,No,112,2404,2516,0.04451510333863275,0.254453182220459,0.0,48
NA12881_NA12885,OPTICS,Yes,112,2404,2516,0.04451510333863275,0.25870299339294434,0.0,96
NA12881_NA12885,INTERVAL_TREE,No,2516,0,2516,1.0,0.2443082332611084,0.0,1186
NA12881_NA12885,INTERVAL_TREE,Yes,2516,0,2516,1.0,0.3418562412261963,0.0,1381
NA12881_NA12885,OVERLAP,No,2516,0,2516,1.0,2.585573196411133,0.0,1208
NA12881_NA12885,OVERLAP,Yes,2516,0,2516,1.0,2.6806042194366455,0.0,1396
NA12881_NA12886,DBSCAN,No,644,1888,2532,0.25434439178515006,0.01690506935119629,0.0,288
NA12881_NA12886,DBSCAN,Yes,644,1888,2532,0.25434439178515006,0.05411839485168457,0.0,562
NA12881_NA12886,OPTICS,No,127,2405,2532,0.050157977883096366,0.2606956958770752,0.0,55
NA12881_NA12886,OPTICS,Yes,127,2405,2532,0.050157977883096366,0.26749658584594727,0.0,111
NA12881_NA12886,INTERVAL_TREE,No,2532,0,2532,1.0,0.2518727779388428,0.0,1182
NA12881_NA12886,INTERVAL_TREE,Yes,2532,0,2532,1.0,0.34148097038269043,0.0,1363
NA12881_NA12886,OVERLAP,No,2532,0,2532,1.0,2.603402614593506,0.0,1204
NA12881_NA12886,OVERLAP,Yes,2532,0,2532,1.0,2.69994854927063,0.0,1379
NA12882_NA12885,DBSCAN,No,648,1906,2554,0.25371965544244324,0.021968364715576172,0.0,291
NA12882_NA12885,DBSCAN,Yes,648,1906,2554,0.25371965544244324,0.0699915885925293,0.0,553
NA12882_NA12885,OPTICS,No,111,2443,2554,0.04346123727486296,0.2987499237060547,0.0,47
NA12882_NA12885,OPTICS,Yes,111,2443,2554,0.04346123727486296,0.2730712890625,0.0,96
NA12882_NA12885,INTERVAL_TREE,No,2554,0,2554,1.0,0.24525237083435059,0.0,1221
NA12882_NA12885,INTERVAL_TREE,Yes,2554,0,2554,1.0,0.3406810760498047,0.0,1428
NA12882_NA12885,OVERLAP,No,2554,0,2554,1.0,2.651498556137085,0.0,1248
NA12882_NA12885,OVERLAP,Yes,2554,0,2554,1.0,2.7609846591949463,0.0,1447
NA12882_NA12886,DBSCAN,No,674,1896,2570,0.2622568093385214,0.017516136169433594,0.0,303
NA12882_NA12886,DBSCAN,Yes,674,1896,2570,0.2622568093385214,0.054868221282958984,0.0,579
NA12882_NA12886,OPTICS,No,129,2441,2570,0.05019455252918288,0.2657010555267334,0.0,56
NA12882_NA12886,OPTICS,Yes,129,2441,2570,0.05019455252918288,0.2708442211151123,0.0,112
NA12882_NA12886,INTERVAL_TREE,No,2570,0,2570,1.0,0.24930095672607422,0.0,1199
NA12882_NA12886,INTERVAL_TREE,Yes,2570,0,2570,1.0,0.34571385383605957,0.0,1399
NA12882_NA12886,OVERLAP,No,2570,0,2570,1.0,2.6926636695861816,0.03125,1228
NA12882_NA12886,OVERLAP,Yes,2570,0,2570,1.0,2.7897775173187256,0.0,1417
NA12885_NA12886,DBSCAN,No,644,1884,2528,0.254746835443038,0.017215728759765625,0.0,290
NA12885_NA12886,DBSCAN,Yes,644,1884,2528,0.254746835443038,0.05341219902038574,0.0,558
NA12885_NA12886,OPTICS,No,120,2408,2528,0.04746835443037975,0.25690698623657227,0.0,50
NA12885_NA12886,OPTICS,Yes,120,2408,2528,0.04746835443037975,0.2640228271484375,0.0,103
NA12885_NA12886,INTERVAL_TREE,No,2528,0,2528,1.0,0.2494981288909912,0.0,1166
NA12885_NA12886,INTERVAL_TREE,Yes,2528,0,2528,1.0,0.34543895721435547,0.0,1347
NA12885_NA12886,OVERLAP,No,2528,0,2528,1.0,2.6278419494628906,0.0,1192
NA12885_NA12886,OVERLAP,Yes,2528,0,2528,1.0,2.7079453468322754,0.0,1364
